Country,Year,Emission,Category
Hungary,2007,58419.03917,Carbon Dioxide 
Hungary,2006,59751.73108,Carbon Dioxide 
Hungary,2005,60329.50501,Carbon Dioxide 
Hungary,2004,60231.66198,Carbon Dioxide 
Hungary,2003,61766.8396,Carbon Dioxide 
Hungary,2002,58968.22777,Carbon Dioxide 
Hungary,2001,59995.73448,Carbon Dioxide 
Hungary,2000,58336.80706,Carbon Dioxide 
Hungary,1999,61593.14102,Carbon Dioxide 
Hungary,1998,61087.76379,Carbon Dioxide 
Hungary,1997,61549.91246,Carbon Dioxide 
Hungary,1996,62950.25321,Carbon Dioxide 
Hungary,1995,61354.46202,Carbon Dioxide 
Hungary,1994,61568.37459,Carbon Dioxide 
Hungary,1993,63174.97837,Carbon Dioxide 
Hungary,1992,62050.1264,Carbon Dioxide 
Hungary,1991,69392.72564,Carbon Dioxide 
Hungary,1990,73115.19863,Carbon Dioxide 
Iceland,2014,3272.208233,Carbon Dioxide 
Iceland,2013,3301.796314,Carbon Dioxide 
Iceland,2012,3290.576431,Carbon Dioxide 
Iceland,2011,3298.56769,Carbon Dioxide 
Iceland,2010,3383.552219,Carbon Dioxide 
Iceland,2009,3521.89071,Carbon Dioxide 
Iceland,2008,3567.20926,Carbon Dioxide 
Iceland,2007,3236.895337,Carbon Dioxide 
Iceland,2006,2939.276597,Carbon Dioxide 
Iceland,2005,2797.314592,Carbon Dioxide 
Iceland,2004,2837.029011,Carbon Dioxide 
Iceland,2003,2792.723132,Carbon Dioxide 
Iceland,2002,2795.907312,Carbon Dioxide 
Iceland,2001,2710.294727,Carbon Dioxide 
Iceland,2000,2728.937485,Carbon Dioxide 
Iceland,1999,2655.394725,Carbon Dioxide 
Iceland,1998,2450.234263,Carbon Dioxide 
Iceland,1997,2450.24392,Carbon Dioxide 
Iceland,1996,2385.913826,Carbon Dioxide 
Iceland,1995,2299.613655,Carbon Dioxide 
Iceland,1994,2248.368953,Carbon Dioxide 
Iceland,1993,2294.504644,Carbon Dioxide 
Iceland,1992,2172.619363,Carbon Dioxide 
Iceland,1991,2042.936976,Carbon Dioxide 
Iceland,1990,2106.026068,Carbon Dioxide 
Ireland,2014,36559.06858,Carbon Dioxide 
Ireland,2013,37049.42383,Carbon Dioxide 
Ireland,2012,38031.61872,Carbon Dioxide 
Ireland,2011,37895.19543,Carbon Dioxide 
Ireland,2010,41558.27509,Carbon Dioxide 
Ireland,2009,41996.32468,Carbon Dioxide 
Ireland,2008,47175.54027,Carbon Dioxide 
Ireland,2007,47493.12668,Carbon Dioxide 
Ireland,2006,47405.96673,Carbon Dioxide 
